row_id,row_kind,chain,source_run_id,token,pool,protocol,symbol,target_mechanism,label_block,as_of_block,blocks_before_removal,prediction_horizon_blocks,target_removal_within_horizon,observed_until_block,control_reason,trading_enabled_block,pool_created_block,token_created_block,blocks_since_trading_enabled_as_of,blocks_since_pool_created_as_of,blocks_since_token_created_as_of,creator_address,current_owner,ownership_renounced_current,current_owner_is_zero_address,current_owner_is_creator,token_total_supply_scaled,liquidity_eth_as_of,price_ratio_to_initial_as_of,max_liquidity_eth_before_as_of,liquidity_drawdown_from_peak_as_of,buy_tax_current,sell_tax_current,tax_bucket_current,lp_approval_count_as_of,lp_first_approval_block_as_of,lp_last_approval_block_as_of,lp_last_approval_owner_as_of,lp_last_approval_spender_as_of,lp_last_approval_is_router_as_of,lp_last_approval_owner_is_creator_as_of,lp_last_approval_owner_is_current_owner_as_of,blocks_first_lp_approval_to_as_of,blocks_last_lp_approval_to_as_of,blocks_last_lp_approval_to_removal,lp_approved_holder_count_as_of,lp_approved_spender_count_as_of,lp_router_approval_seen_as_of,lp_max_approval_amount_as_of,lp_approval_feature_scope,activity_blocks_to_as_of,tx_count_to_as_of,token_transfer_count_to_as_of,denom_transfer_count_to_as_of,buy_volume_eth_to_as_of,sell_volume_eth_to_as_of,bribe_eth_to_as_of,first_activity_block_to_as_of,last_activity_block_to_as_of,blocks_since_last_activity_as_of,activity_density_to_as_of,tx_per_active_block_to_as_of,net_buy_volume_eth_to_as_of,buy_sell_volume_ratio_to_as_of,denom_token_transfer_ratio_to_as_of,active_blocks_last_10_as_of,tx_count_last_10_as_of,active_blocks_last_50_as_of,tx_count_last_50_as_of,active_blocks_last_100_as_of,tx_count_last_100_as_of,active_density_last_10_as_of,active_density_last_50_as_of,active_density_last_100_as_of,tx_share_last_10_to_total_as_of,tx_share_last_50_to_total_as_of,tx_share_last_100_to_total_as_of,network_address_count_current,network_node_count_current,network_edge_count_current,network_feature_scope,activity_feature_scope
directlp-window-03527,positive,ethereum,run-2,0xdeafc7fadba993529d915705cd7e1c55c21f3250,0xd6653be273142aaef8ee67ff3391d9ddbf288885,UNISWAP-V2,CWG,direct_lp_liquidity_removal,25021518,25021517,1,1,true,25021518,,25021438,25021438,25021435,79,79,82,0xc821dca1b9f58fcad042fcc0781019d31959404a,,false,,,9.9e+10,1.42012378,2.01461134,1.423006441,0.002025754215,0,0,no_tax,1,25021440,25021440,0xc821dca1b9f58fcad042fcc0781019d31959404a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,77,77,78,1,1,false,314642.6545,available_approval_events_filtered_to_as_of_block,29,30,26,25,0.427061,0.006937220428,0,25021435,25021469,48,0.3493975904,1.034482759,0.4201237796,61.56082316,0.9615384615,0,0,2,2,29,30,0,0.04,0.29,0,0.06666666667,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03528,positive,ethereum,run-2,0xdeafc7fadba993529d915705cd7e1c55c21f3250,0xd6653be273142aaef8ee67ff3391d9ddbf288885,UNISWAP-V2,CWG,direct_lp_liquidity_removal,25021518,25021508,10,10,true,25021518,,25021438,25021438,25021435,70,70,73,0xc821dca1b9f58fcad042fcc0781019d31959404a,,false,,,9.9e+10,1.42012378,2.01461134,1.423006441,0.002025754215,0,0,no_tax,1,25021440,25021440,0xc821dca1b9f58fcad042fcc0781019d31959404a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,68,68,78,1,1,false,314642.6545,available_approval_events_filtered_to_as_of_block,29,30,26,25,0.427061,0.006937220428,0,25021435,25021469,39,0.3918918919,1.034482759,0.4201237796,61.56082316,0.9615384615,0,0,8,8,29,30,0,0.16,0.29,0,0.2666666667,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03529,positive,ethereum,run-2,0xdeafc7fadba993529d915705cd7e1c55c21f3250,0xd6653be273142aaef8ee67ff3391d9ddbf288885,UNISWAP-V2,CWG,direct_lp_liquidity_removal,25021518,25021468,50,50,true,25021518,,25021438,25021438,25021435,30,30,33,0xc821dca1b9f58fcad042fcc0781019d31959404a,,false,,,9.9e+10,1.423006441,2.022810754,1.423006441,0,0,0,no_tax,1,25021440,25021440,0xc821dca1b9f58fcad042fcc0781019d31959404a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,28,28,78,1,1,false,314642.6545,available_approval_events_filtered_to_as_of_block,28,29,25,24,0.427061,0.004054559133,0,25021435,25021468,0,0.8235294118,1.035714286,0.4230064409,105.3285909,0.96,7,7,28,29,28,29,0.7,0.56,0.28,0.2413793103,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03530,positive,ethereum,run-2,0x1a974b0cb92e1b0911eb9fae148b9c6233b35645,0xea9528eda00158697ea57b5e3f5b794a15c9625c,UNISWAP-V2,⚡MRV,direct_lp_liquidity_removal,25021519,25021518,1,1,true,25021519,,25021438,25021438,25021436,80,80,82,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,,false,,,500000000,2.143728117,4.575260119,2.143728117,0,0,0,no_tax,1,25021440,25021440,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,78,78,79,1,1,false,22360.67977,available_approval_events_filtered_to_as_of_block,22,22,18,17,1.76738,0.6236518833,0,25021436,25021460,58,0.265060241,1,1.143728117,2.833920729,0.9444444444,0,0,0,0,22,22,0,0,0.22,0,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03531,positive,ethereum,run-2,0x1a974b0cb92e1b0911eb9fae148b9c6233b35645,0xea9528eda00158697ea57b5e3f5b794a15c9625c,UNISWAP-V2,⚡MRV,direct_lp_liquidity_removal,25021519,25021509,10,10,true,25021519,,25021438,25021438,25021436,71,71,73,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,,false,,,500000000,2.143728117,4.575260119,2.143728117,0,0,0,no_tax,1,25021440,25021440,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,69,69,79,1,1,false,22360.67977,available_approval_events_filtered_to_as_of_block,22,22,18,17,1.76738,0.6236518833,0,25021436,25021460,49,0.2972972973,1,1.143728117,2.833920729,0.9444444444,0,0,1,1,22,22,0,0.02,0.22,0,0.04545454545,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03532,positive,ethereum,run-2,0x1a974b0cb92e1b0911eb9fae148b9c6233b35645,0xea9528eda00158697ea57b5e3f5b794a15c9625c,UNISWAP-V2,⚡MRV,direct_lp_liquidity_removal,25021519,25021469,50,50,true,25021519,,25021438,25021438,25021436,31,31,33,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,,false,,,500000000,2.143728117,4.575260119,2.143728117,0,0,0,no_tax,1,25021440,25021440,0x053cb81b90ff9ba8e99e54f4ef61314b0d83e713,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,29,29,79,1,1,false,22360.67977,available_approval_events_filtered_to_as_of_block,22,22,18,17,1.76738,0.6236518833,0,25021436,25021460,9,0.6470588235,1,1.143728117,2.833920729,0.9444444444,1,1,22,22,22,22,0.1,0.44,0.22,0.04545454545,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03533,positive,ethereum,run-2,0xa6fc4b7a65bd1d3a6d62275c519389022811e52b,0x910a8b738575c316f32d30cf6f153840f8ec38c1,UNISWAP-V3,JEDI,direct_lp_liquidity_removal,25021561,25021560,1,1,true,25021561,,25021540,25021497,25021446,20,63,114,0xbfd9cf88dfed3967ea1373893b88196d1dc5e505,,false,,,66000000,0.9630803655,0.2601462827,2.101995493,0.5418256754,,,unknown,0,,,,,,,,,,,0,0,false,,available_approval_events_filtered_to_as_of_block,31,351,261,268,2.605710757,2.116573284,0.0061,25021446,25021560,0,0.2695652174,11.32258065,0.489137473,1.231098766,1.026819923,10,78,27,347,30,350,1,0.54,0.3,0.2222222222,0.9886039886,0.9971509972,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03534,positive,ethereum,run-2,0xa6fc4b7a65bd1d3a6d62275c519389022811e52b,0x910a8b738575c316f32d30cf6f153840f8ec38c1,UNISWAP-V3,JEDI,direct_lp_liquidity_removal,25021561,25021551,10,10,true,25021561,,25021540,25021497,25021446,11,54,105,0xbfd9cf88dfed3967ea1373893b88196d1dc5e505,,false,,,66000000,1.902294005,1.014957473,2.101995493,0.095005669,,,unknown,0,,,,,,,,,,,0,0,false,,available_approval_events_filtered_to_as_of_block,22,278,204,228,2.486910757,1.059747644,0.0061,25021446,25021551,0,0.2075471698,12.63636364,1.427163113,2.346700906,1.117647059,10,131,18,274,21,277,1,0.36,0.21,0.4712230216,0.9856115108,0.9964028777,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03535,positive,ethereum,run-2,0x989d2ecf2da1cd5ce8467e745a10ee44f2fde4c1,0x73ae445f7e5cfafc82bf7851f0d83fd771ffa187,UNISWAP-V2,🔶币安社区,direct_lp_liquidity_removal,25021571,25021570,1,1,true,25021571,,25021485,25021485,25021483,85,85,87,0x3f1da23e2fd422c50da184c1049fc48cab04e32d,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.631745267,1.421819935,3.706470063,0.02016063643,0,0,no_tax,1,25021485,25021485,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,85,85,86,1,1,false,21798.95404,available_approval_events_filtered_to_as_of_block,48,192,96,96,4.386257,3.508559629,0,25021507,25021568,2,0.5581395349,4,0.8776973714,1.250158887,1,5,20,38,152,48,192,0.5,0.76,0.48,0.1041666667,0.7916666667,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03536,positive,ethereum,run-2,0x989d2ecf2da1cd5ce8467e745a10ee44f2fde4c1,0x73ae445f7e5cfafc82bf7851f0d83fd771ffa187,UNISWAP-V2,🔶币安社区,direct_lp_liquidity_removal,25021571,25021561,10,10,true,25021571,,25021485,25021485,25021483,76,76,78,0x3f1da23e2fd422c50da184c1049fc48cab04e32d,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.413514147,1.256904626,3.488461429,0.02148433742,0,0,no_tax,1,25021485,25021485,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,76,76,86,1,1,false,21798.95404,available_approval_events_filtered_to_as_of_block,43,172,86,86,3.882457,3.222990749,0,25021507,25021559,2,0.5584415584,4,0.6594662509,1.204613138,1,7,28,40,160,43,172,0.7,0.8,0.43,0.1627906977,0.9302325581,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03537,positive,ethereum,run-2,0x989d2ecf2da1cd5ce8467e745a10ee44f2fde4c1,0x73ae445f7e5cfafc82bf7851f0d83fd771ffa187,UNISWAP-V2,🔶币安社区,direct_lp_liquidity_removal,25021571,25021521,50,50,true,25021571,,25021485,25021485,25021483,36,36,38,0x3f1da23e2fd422c50da184c1049fc48cab04e32d,0x0000000000000000000000000000000000000000,true,true,false,1000000000,,,,,0,0,no_tax,1,25021485,25021485,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,36,36,86,1,1,false,21798.95404,available_approval_events_filtered_to_as_of_block,11,44,22,22,0.92944,0.8484527239,0,25021507,25021521,0,0.2972972973,4,0.08098727613,1.095452904,1,8,32,11,44,11,44,0.8,0.22,0.11,0.7272727273,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03538,positive,ethereum,run-2,0x5715fc790032f7ad5c43b83fd4c53b3db4fbb629,0xa457c078a56af4bc727ad9634a059561fa8087a7,UNISWAP-V2,STMK,direct_lp_liquidity_removal,25021578,25021577,1,1,true,25021578,,25021526,25021526,25021524,51,51,53,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,,false,,,310000000,2.524092164,6.353887388,2.524092164,0,0,0,no_tax,1,25021527,25021527,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,50,50,51,1,1,false,17606.81686,available_approval_events_filtered_to_as_of_block,23,24,21,20,1.555294,0.03120183557,0,25021524,25021549,28,0.4259259259,1.043478261,1.524092164,49.8462341,0.9523809524,0,0,19,19,23,24,0,0.38,0.23,0,0.7916666667,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03539,positive,ethereum,run-2,0x5715fc790032f7ad5c43b83fd4c53b3db4fbb629,0xa457c078a56af4bc727ad9634a059561fa8087a7,UNISWAP-V2,STMK,direct_lp_liquidity_removal,25021578,25021568,10,10,true,25021578,,25021526,25021526,25021524,42,42,44,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,,false,,,310000000,2.524092164,6.353887388,2.524092164,0,0,0,no_tax,1,25021527,25021527,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,41,41,51,1,1,false,17606.81686,available_approval_events_filtered_to_as_of_block,23,24,21,20,1.555294,0.03120183557,0,25021524,25021549,19,0.5111111111,1.043478261,1.524092164,49.8462341,0.9523809524,0,0,23,24,23,24,0,0.46,0.23,0,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03540,positive,ethereum,run-2,0x5715fc790032f7ad5c43b83fd4c53b3db4fbb629,0xa457c078a56af4bc727ad9634a059561fa8087a7,UNISWAP-V2,STMK,direct_lp_liquidity_removal,25021578,25021528,50,50,true,25021578,,25021526,25021526,25021524,2,2,4,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,,false,,,310000000,1.020604,1.041569437,1.020604,0,0,0,no_tax,1,25021527,25021527,0x62a3a419d5a6d9411b341d6fbb46ebbc637d94ca,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,51,1,1,false,17606.81686,available_approval_events_filtered_to_as_of_block,5,6,4,3,0.020604,0,0,25021524,25021528,0,1,1.2,0.020604,,0.75,5,6,5,6,5,6,0.5,0.1,0.05,1,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03541,positive,ethereum,run-2,0xc335d0f1f36617271c605ebd9124a904edaaed43,0xf295087438d55f875613e58374fa7719afe01f94,UNISWAP-V2,☯️缘份,direct_lp_liquidity_removal,25021584,25021583,1,1,true,25021584,,25021503,25021503,25021502,80,80,81,0x21b8dc252461e26bbacaac6b4e846cd20bdef87f,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.304351268,1.285519105,3.379405031,0.0222091648,0,0,no_tax,1,25021503,25021503,0x5cfb90ccdfc4e8d44a575b8e42d2c067f87f6614,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,80,80,81,1,1,false,21800.74262,available_approval_events_filtered_to_as_of_block,47,185,94,94,4.289392,3.685265221,0,25021518,25021581,2,0.5802469136,3.936170213,0.6041267786,1.163930339,1,6,23,33,129,47,185,0.6,0.66,0.47,0.1243243243,0.6972972973,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03542,positive,ethereum,run-2,0xc335d0f1f36617271c605ebd9124a904edaaed43,0xf295087438d55f875613e58374fa7719afe01f94,UNISWAP-V2,☯️缘份,direct_lp_liquidity_removal,25021584,25021574,10,10,true,25021584,,25021503,25021503,25021502,71,71,72,0x21b8dc252461e26bbacaac6b4e846cd20bdef87f,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.174544847,1.187444157,3.248531451,0.02277540039,0,0,no_tax,1,25021503,25021503,0x5cfb90ccdfc4e8d44a575b8e42d2c067f87f6614,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,71,71,81,1,1,false,21800.74262,available_approval_events_filtered_to_as_of_block,42,166,84,84,3.785735,3.311414642,0,25021518,25021574,0,0.5833333333,3.952380952,0.4743203575,1.143237984,1,5,20,37,146,42,166,0.5,0.74,0.42,0.1204819277,0.8795180723,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03543,positive,ethereum,run-2,0xc335d0f1f36617271c605ebd9124a904edaaed43,0xf295087438d55f875613e58374fa7719afe01f94,UNISWAP-V2,☯️缘份,direct_lp_liquidity_removal,25021584,25021534,50,50,true,25021584,,25021503,25021503,25021502,31,31,32,0x21b8dc252461e26bbacaac6b4e846cd20bdef87f,0x0000000000000000000000000000000000000000,true,true,false,1000000000,,,,,0,0,no_tax,1,25021503,25021503,0x5cfb90ccdfc4e8d44a575b8e42d2c067f87f6614,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,31,31,81,1,1,false,21800.74262,available_approval_events_filtered_to_as_of_block,15,60,30,30,1.363492,1.152632756,0,25021518,25021534,0,0.46875,4,0.2108592437,1.182937057,1,10,40,15,60,15,60,1,0.3,0.15,0.6666666667,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03544,positive,ethereum,run-2,0xfadd3dd53ceeda9801631c32c3242bbfe320ab93,0x60283b1996d40bb314f4f8bf94a3c7968c4dd4a1,UNISWAP-V2,🐸IFG,direct_lp_liquidity_removal,25021585,25021584,1,1,true,25021585,,25021526,25021526,25021524,58,58,60,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,,false,,,9.8e+10,2.535894512,6.40611929,2.535894512,0,0,0,no_tax,1,25021527,25021527,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,57,57,58,1,1,false,313049.5168,available_approval_events_filtered_to_as_of_block,29,29,25,24,1.84484,0.3089454879,0,25021524,25021557,27,0.4754098361,1,1.535894512,5.971409431,0.96,0,0,19,19,29,29,0,0.38,0.29,0,0.6551724138,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03545,positive,ethereum,run-2,0xfadd3dd53ceeda9801631c32c3242bbfe320ab93,0x60283b1996d40bb314f4f8bf94a3c7968c4dd4a1,UNISWAP-V2,🐸IFG,direct_lp_liquidity_removal,25021585,25021575,10,10,true,25021585,,25021526,25021526,25021524,49,49,51,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,,false,,,9.8e+10,2.535894512,6.40611929,2.535894512,0,0,0,no_tax,1,25021527,25021527,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,48,48,58,1,1,false,313049.5168,available_approval_events_filtered_to_as_of_block,29,29,25,24,1.84484,0.3089454879,0,25021524,25021557,18,0.5576923077,1,1.535894512,5.971409431,0.96,0,0,27,27,29,29,0,0.54,0.29,0,0.9310344828,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03546,positive,ethereum,run-2,0xfadd3dd53ceeda9801631c32c3242bbfe320ab93,0x60283b1996d40bb314f4f8bf94a3c7968c4dd4a1,UNISWAP-V2,🐸IFG,direct_lp_liquidity_removal,25021585,25021535,50,50,true,25021585,,25021526,25021526,25021524,9,9,11,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,,false,,,9.8e+10,1.59061,2.526647346,1.59061,0,0,0,no_tax,1,25021527,25021527,0xd30ead0c61e8c5fc677164a5fbaefa23724786a2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,8,8,58,1,1,false,313049.5168,available_approval_events_filtered_to_as_of_block,11,11,9,8,0.59061,0,0,25021524,25021535,0,0.9166666667,1,0.59061,,0.8888888889,9,9,11,11,11,11,0.9,0.22,0.11,0.8181818182,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03547,positive,ethereum,run-2,0xecc1536b38a43b34e712f5db4d1c68646281964e,0x5cfa23234958ca69165845a92001bf3b5d119ff7,UNISWAP-V2,CDK,direct_lp_liquidity_removal,25021633,25021632,1,1,true,25021633,,25021589,25021589,25021587,43,43,45,0x01665ed22e0a968ee7bee6811a48f30c47724ef9,,false,,,60000000,2.505379075,6.257445959,2.72216581,0.07963759389,0,0,no_tax,1,25021590,25021590,0x01665ed22e0a968ee7bee6811a48f30c47724ef9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,42,42,43,1,1,false,7745.966692,available_approval_events_filtered_to_as_of_block,22,23,20,19,1.72216581,0.2167867353,0,25021587,25021610,22,0.4782608696,1.045454545,1.505379075,7.944055285,0.95,0,0,22,23,22,23,0,0.44,0.22,0,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03548,positive,ethereum,run-2,0xecc1536b38a43b34e712f5db4d1c68646281964e,0x5cfa23234958ca69165845a92001bf3b5d119ff7,UNISWAP-V2,CDK,direct_lp_liquidity_removal,25021633,25021623,10,10,true,25021633,,25021589,25021589,25021587,34,34,36,0x01665ed22e0a968ee7bee6811a48f30c47724ef9,,false,,,60000000,2.505379075,6.257445959,2.72216581,0.07963759389,0,0,no_tax,1,25021590,25021590,0x01665ed22e0a968ee7bee6811a48f30c47724ef9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,33,33,43,1,1,false,7745.966692,available_approval_events_filtered_to_as_of_block,22,23,20,19,1.72216581,0.2167867353,0,25021587,25021610,13,0.5945945946,1.045454545,1.505379075,7.944055285,0.95,0,0,22,23,22,23,0,0.44,0.22,0,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03549,positive,ethereum,run-2,0xd2fcdd6bd330e85eb2678d67c26bdd9b317d8d50,0xd9c4b7f0799d1dc985dd3d313727cdeadd3e967c,UNISWAP-V2,🌲DKF,direct_lp_liquidity_removal,25021648,25021647,1,1,true,25021648,,25021595,25021595,25021590,52,52,57,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,,false,,,7.7e+10,1.549716607,2.398293431,1.549716607,0,0,0,no_tax,1,25021596,25021596,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,51,51,52,1,1,false,277488.7385,available_approval_events_filtered_to_as_of_block,24,25,22,21,0.57001,0.02029339325,0,25021590,25021621,26,0.4137931034,1.041666667,0.5497166067,28.08845189,0.9545454545,0,0,19,19,24,25,0,0.38,0.24,0,0.76,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03550,positive,ethereum,run-2,0xd2fcdd6bd330e85eb2678d67c26bdd9b317d8d50,0xd9c4b7f0799d1dc985dd3d313727cdeadd3e967c,UNISWAP-V2,🌲DKF,direct_lp_liquidity_removal,25021648,25021638,10,10,true,25021648,,25021595,25021595,25021590,43,43,48,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,,false,,,7.7e+10,1.549716607,2.398293431,1.549716607,0,0,0,no_tax,1,25021596,25021596,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,42,42,52,1,1,false,277488.7385,available_approval_events_filtered_to_as_of_block,24,25,22,21,0.57001,0.02029339325,0,25021590,25021621,17,0.4897959184,1.041666667,0.5497166067,28.08845189,0.9545454545,0,0,24,25,24,25,0,0.48,0.24,0,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03551,positive,ethereum,run-2,0xd2fcdd6bd330e85eb2678d67c26bdd9b317d8d50,0xd9c4b7f0799d1dc985dd3d313727cdeadd3e967c,UNISWAP-V2,🌲DKF,direct_lp_liquidity_removal,25021648,25021598,50,50,true,25021648,,25021595,25021595,25021590,3,3,8,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,,false,,,7.7e+10,1.03198,1.064883041,1.03198,0,0,0,no_tax,1,25021596,25021596,0xaf0e827b0c1c3c65b8a66c8c6bb2d45d4e3af8ed,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2,2,52,1,1,false,277488.7385,available_approval_events_filtered_to_as_of_block,6,7,5,4,0.03198,0,0,25021590,25021598,0,0.6666666667,1.166666667,0.03198,,0.8,6,7,6,7,6,7,0.6,0.12,0.06,1,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03552,positive,ethereum,run-2,0x25ac6aea6d193203940dbd967f4606dd62bd8b40,0xe889a614e78b204a2e1d4387625e7d90e2bc1308,UNISWAP-V2,Chinamaxxing,direct_lp_liquidity_removal,25021673,25021672,1,1,true,25021673,,25021580,25021580,25021579,92,92,93,0xb9ca31c8fe3437f9eb2ff186f4f19259e1520bdb,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.672396992,1.443692875,3.747024743,0.01991653555,0,0,no_tax,1,25021580,25021580,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,92,92,93,1,1,false,21798.35884,available_approval_events_filtered_to_as_of_block,47,188,94,94,4.373624,3.427310417,0,25021608,25021672,0,0.5053763441,4,0.9463135829,1.27610968,1,9,36,36,144,47,188,0.9,0.72,0.47,0.1914893617,0.7659574468,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03553,positive,ethereum,run-2,0x25ac6aea6d193203940dbd967f4606dd62bd8b40,0xe889a614e78b204a2e1d4387625e7d90e2bc1308,UNISWAP-V2,Chinamaxxing,direct_lp_liquidity_removal,25021673,25021663,10,10,true,25021673,,25021580,25021580,25021579,83,83,84,0xb9ca31c8fe3437f9eb2ff186f4f19259e1520bdb,0x0000000000000000000000000000000000000000,true,true,false,1000000000,3.401306664,1.239940051,3.473098542,0.02067084408,0,0,no_tax,1,25021580,25021580,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,83,83,93,1,1,false,21798.35884,available_approval_events_filtered_to_as_of_block,38,152,76,76,3.496886,2.821662745,0,25021608,25021662,1,0.4523809524,4,0.6752232548,1.239299773,1,6,24,33,132,38,152,0.6,0.66,0.38,0.1578947368,0.8684210526,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-03554,positive,ethereum,run-2,0x25ac6aea6d193203940dbd967f4606dd62bd8b40,0xe889a614e78b204a2e1d4387625e7d90e2bc1308,UNISWAP-V2,Chinamaxxing,direct_lp_liquidity_removal,25021673,25021623,50,50,true,25021673,,25021580,25021580,25021579,43,43,44,0xb9ca31c8fe3437f9eb2ff186f4f19259e1520bdb,0x0000000000000000000000000000000000000000,true,true,false,1000000000,,,,,0,0,no_tax,1,25021580,25021580,0xf054182be08de627817318921d31acf5bd32c0de,0x71b5759d73262fbb223956913ecf4ecc51057641,false,false,false,43,43,93,1,1,false,21798.35884,available_approval_events_filtered_to_as_of_block,12,48,24,24,1.14946,0.9214086612,0,25021608,25021623,0,0.2727272727,4,0.2280513388,1.247502925,1,7,28,12,48,12,48,0.7,0.24,0.12,0.5833333333,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
