row_id,chain,source_run_id,token,pool,protocol,symbol,target_mechanism,confidence,as_of_block,label_block,trading_enabled_block,blocks_from_trading_enabled_to_removal,minutes_from_trading_enabled_to_removal,time_to_scam_bucket,pool_created_block,token_created_block,blocks_token_created_to_removal,creator_address,current_owner,ownership_renounced_current,current_owner_is_zero_address,current_owner_is_creator,token_total_supply_scaled,pool_token_supply_percent_at_label,price_ratio_to_initial_at_label,liquidity_eth_at_label,liquidity_level_at_label,max_liquidity_eth_before_removal,denom_reserve_ratio_to_max_at_removal,denom_reserve_at_removal,token_reserve_at_removal,buy_tax_at_label,sell_tax_at_label,tax_bucket_at_label,can_buy_at_label,can_sell_at_label,has_observed_buy,has_observed_sell,lp_supply_known,lp_supply_status,lp_total_supply_current,lp_holder_count_current,lp_transfer_count_current,lp_approval_count_current,lp_holders_with_approvals_current,lp_approved_percentage_current,lp_total_approved_to_routers_current,lp_first_approval_block,lp_last_approval_block,lp_any_approval_pre_removal,lp_approval_count_pre_removal,lp_approval_count_same_block,lp_first_pre_removal_approval_block,lp_last_pre_removal_approval_block,lp_first_pre_removal_approval_owner,lp_first_pre_removal_approval_spender,lp_first_pre_removal_approval_is_router,lp_last_pre_removal_approval_owner,lp_last_pre_removal_approval_spender,lp_last_pre_removal_approval_is_router,lp_last_pre_removal_approval_owner_is_creator,lp_last_pre_removal_approval_owner_is_current_owner,blocks_lp_first_approval_to_removal,blocks_lp_first_pre_removal_approval_to_removal,blocks_lp_last_pre_removal_approval_to_removal,blocks_trading_enabled_to_lp_first_approval,blocks_trading_enabled_to_lp_first_pre_removal_approval,blocks_trading_enabled_to_lp_last_pre_removal_approval,blocks_pool_created_to_lp_first_approval,blocks_pool_created_to_lp_first_pre_removal_approval,blocks_pool_created_to_lp_last_pre_removal_approval,lp_last_approval_pre_removal,blocks_lp_last_approval_to_removal,lp_last_approval_owner,lp_last_approval_spender,lp_last_approval_is_router,lp_same_tx_approval_and_removal,top_lp_holder_share_current,top_liquidity_position_share_current,pre_label_activity_blocks,pre_label_tx_count,pre_label_token_transfer_count,pre_label_denom_transfer_count,pre_label_buy_volume_eth,pre_label_sell_volume_eth,pre_label_bribe_eth,pre_label_first_activity_block,pre_label_last_activity_block,blocks_pre_label_last_activity_to_label,pre_label_active_density,pre_label_tx_per_active_block,pre_label_net_buy_volume_eth,pre_label_buy_sell_volume_ratio,pre_label_denom_token_transfer_ratio,pre_label_active_blocks_last_10,pre_label_tx_count_last_10,pre_label_active_blocks_last_100,pre_label_tx_count_last_100,pre_label_active_density_last_10,pre_label_active_density_last_100,pre_label_tx_share_last_10,pre_label_tx_share_last_100,network_address_count_current,network_node_count_current,network_edge_count_current,network_feature_scope,activity_feature_scope,lp_feature_scope,removal_tx,burn_event_present,evidence_summary
directlp-0001,ethereum,run-2,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x497847f503b95452f0af3c29d6bcf19e858f602f,UNISWAP-V2,PRTAL,direct_lp_liquidity_removal,verified,24995032,24995033,24995006,27,5.4,early_11_to_100,24995006,24994985,48,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,false,false,true,100000000,2.59e-13,0.9969111969,3.873e-15,drained,1.5,2.582e-15,3.873e-15,2.59e-07,14.72,15,moderate_tax,false,false,false,false,true,observed,0,2,4,2,2,0,-0,24995006,24995033,true,1,1,24995006,24995006,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xd3244ce6f7cff18b96cf94b00d853898d88eb83b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,false,27,27,27,0,0,0,0,0,0,false,,0x705612655fb4e528ca8cb051cfca39a0a72dfd9e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,0,,3,3,3,1,0,0,0,24994985,24995006,27,0.0625,1,0,,0.3333333333,0,0,3,3,0,0.03,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_approval_same_block_as_removal,0xe702229be82a554a0c91bc2f30059e4cd442f5c02916fdf27988c9cb27115e45,true,removal_block=24995033; burn_event_present=True; max_liquidity_before=1.5; reserve_ratio_to_max=2.582e-15
directlp-1904,ethereum,run-2,0x3ce4440fbd6677c958d8748c58707df335330d1a,0x3802165132b7dc777351fb5b341aa26b3d21475b,UNISWAP-V2,soto,direct_lp_liquidity_removal,verified,25041359,25041360,25040934,426,85.2,delayed_101_to_1000,25040934,25040910,450,0x944ff86eb4d00725396a6d48fa76c1d01a7ec6f8,,false,,,500000000,42.62450558,4.468056336e-07,2.84641419e-06,drained,16.63478871,0.0003570804044,0.005939957079,101714.2361,0,0,no_tax,false,false,true,true,true,observed,24.53508611,2,5,1,1,-0,-0,25041359,25041359,true,1,0,25041359,25041359,0x944ff86eb4d00725396a6d48fa76c1d01a7ec6f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x944ff86eb4d00725396a6d48fa76c1d01a7ec6f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,1,425,425,425,425,425,425,true,1,0x944ff86eb4d00725396a6d48fa76c1d01a7ec6f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,47,47,35,35,6,5.648186171,0,25041057,25041359,1,0.1103286385,1,0.3518138291,1.062287931,1,2,2,13,13,0.2,0.13,0.04255319149,0.2765957447,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x634962c85ccb75c8c58742e61b4bf4e2eba932a397ef2e818b00878a57c1c6f7,true,removal_block=25041360; burn_event_present=True; max_liquidity_before=16.63478871; reserve_ratio_to_max=0.0003570804044
directlp-1905,ethereum,run-2,0x087126b0dadd9d012cffd4c1db2cc1e86379c5b8,0xbb6cdd2c1b74324ad485813d31ad46d64728e243,UNISWAP-V2,🦈DSK,direct_lp_liquidity_removal,verified,25041389,25041390,25041300,90,18,early_11_to_100,25041300,25041293,97,0xbb76ff1b098767d57c14585c0c929a6626a294fa,,false,,,810000000,2.866373059,0.000148234366,4.248949931e-06,dust,2.776949869,0.0003366156915,0.0009347649005,105145.3063,0,0,no_tax,false,false,true,true,true,observed,9.896699654,2,5,1,1,-0,-0,25041304,25041304,true,1,0,25041304,25041304,0xbb76ff1b098767d57c14585c0c929a6626a294fa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xbb76ff1b098767d57c14585c0c929a6626a294fa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,86,86,86,4,4,4,4,4,4,true,86,0xbb76ff1b098767d57c14585c0c929a6626a294fa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,30,30,25,24,2.08175,0.3926589415,0,25041293,25041353,37,0.3092783505,1,1.689091059,5.301674762,0.96,0,0,30,30,0,0.3,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xa8b970f405eaddebd9be64908858984ea47bb538e56ab44bc406d7ea0d8dd25f,true,removal_block=25041390; burn_event_present=True; max_liquidity_before=2.776949869; reserve_ratio_to_max=0.0003366156915
directlp-1906,ethereum,run-2,0x0764227c48e12cbbe469732a0d8c93f1f6a734a0,0x4a9ec7fa931491d0be94ae25f7e00a3d84d0c3b5,UNISWAP-V2,💎HOD,direct_lp_liquidity_removal,verified,25041425,25041426,25041338,88,17.6,early_11_to_100,25041338,25041332,94,0xb9471067715411b15f44f589aa45e7668ab8950f,,false,,,2000000000,2.856034344,9.255389623e-05,2.643371064e-06,drained,2.191814154,0.0002737471779,0.0006000029392,250613.0805,0,0,no_tax,false,false,true,true,true,observed,12.2456982,2,5,1,1,-0,-0,25041340,25041340,true,1,0,25041340,25041340,0xb9471067715411b15f44f589aa45e7668ab8950f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xb9471067715411b15f44f589aa45e7668ab8950f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,86,86,86,2,2,2,2,2,2,true,86,0xb9471067715411b15f44f589aa45e7668ab8950f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,27,27,23,22,1.40213,0.2103158461,0,25041332,25041386,40,0.2872340426,1,1.191814154,6.66678249,0.9565217391,0,0,27,27,0,0.27,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xdadad4bdd16b6f517dda1685e9bb20e57f12cd31372f4337b0ed12cfe39de5f0,true,removal_block=25041426; burn_event_present=True; max_liquidity_before=2.191814154; reserve_ratio_to_max=0.0002737471779
directlp-1907,ethereum,run-2,0x48987b14b086e3057b2a5c45a6850ee97b9f91f1,0x90f390cd569afcd5a91c8e7244bedbcb74c8a177,UNISWAP-V2,🌑GRX,direct_lp_liquidity_removal,verified,25041455,25041456,25041448,8,1.6,fast_1_to_10,25041448,25041443,13,0x520a15b708d68d18263d061d1c243b409a6133b6,,false,,,5.3e+10,0.03057000939,0.009887765904,3.022690966e-06,drained,1.080838653,3.030143539e-05,3.275096261e-05,1486401.501,0,0,no_tax,false,false,true,true,true,observed,6.976125686,2,5,1,1,-0,-0,25041452,25041452,true,1,0,25041452,25041452,0x520a15b708d68d18263d061d1c243b409a6133b6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x520a15b708d68d18263d061d1c243b409a6133b6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,4,4,4,4,4,4,4,4,4,true,4,0x520a15b708d68d18263d061d1c243b409a6133b6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,8,10,8,11,0.1044326915,0.02359403862,0,25041443,25041455,1,0.6153846154,1.25,0.08083865287,4.426232115,1.375,7,9,8,10,0.7,0.08,0.9,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xf7352abf2cd73ac88bf409485c9b33d4234fab92b27d85c5f8e28d4a4eaa313c,true,removal_block=25041456; burn_event_present=True; max_liquidity_before=1.080838653; reserve_ratio_to_max=3.030143539e-05
directlp-1908,ethereum,run-2,0x63faa57572f195f1933407dd9b55fecd4fa420b2,0x67e9d535381806fcfc8837a76e00fec10d3f49ae,UNISWAP-V2,$STWD,direct_lp_liquidity_removal,verified,25041485,25041486,25041410,76,15.2,early_11_to_100,25041410,25041405,81,0x171116262dcb3a48529113b71273ab931f920baa,,false,,,600000000,2.097421254,8.67272399e-05,1.819035562e-06,drained,2.17558,0.0001931697787,0.000420256307,54218.15332,0,0,no_tax,false,false,true,true,true,observed,4.768771608,2,5,1,1,-0,-0,25041413,25041413,true,1,0,25041413,25041413,0x171116262dcb3a48529113b71273ab931f920baa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x171116262dcb3a48529113b71273ab931f920baa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,73,73,73,3,3,3,3,3,3,true,73,0x171116262dcb3a48529113b71273ab931f920baa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,27,27,24,23,1.19638,0.03730422816,0,25041405,25041460,26,0.3333333333,1,1.159075772,32.07089542,0.9583333333,0,0,27,27,0,0.27,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x5573a1824ca5b2424f023b68fb12fcf9b11989131016f053f6f393cc91941545,true,removal_block=25041486; burn_event_present=True; max_liquidity_before=2.17558; reserve_ratio_to_max=0.0001931697787
directlp-1909,ethereum,run-2,0x57633ad814a46714803852a0da66016de782754a,0x058cd59148d8ab10f59b97e895b95e9b81da405b,UNISWAP-V2,🌑OBC,direct_lp_liquidity_removal,verified,25041493,25041494,25041473,21,4.2,early_11_to_100,25041473,25041467,27,0x87c5fd6ba86f6f19fc9b5488ee9ff3ba2ad91b84,,false,,,9.4e+10,0.4680651573,0.0002278488742,1.066481191e-06,drained,1.337534153,7.041781922e-05,9.418623819e-05,4953048.801,0,0,no_tax,false,false,true,true,true,observed,21.59121496,2,5,1,1,-0,-0,25041479,25041479,true,1,0,25041479,25041479,0x87c5fd6ba86f6f19fc9b5488ee9ff3ba2ad91b84,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x87c5fd6ba86f6f19fc9b5488ee9ff3ba2ad91b84,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,15,15,15,6,6,6,6,6,6,true,15,0x87c5fd6ba86f6f19fc9b5488ee9ff3ba2ad91b84,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,13,14,12,13,0.337534153,0,0,25041467,25041493,1,0.4814814815,1.076923077,0.337534153,,1.083333333,5,5,13,14,0.5,0.13,0.3571428571,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x9b9fd8d7d2c20ddb0927eb27c291278c8161e7b0e218467c59d54861926942a5,true,removal_block=25041494; burn_event_present=True; max_liquidity_before=1.337534153; reserve_ratio_to_max=7.041781922e-05
directlp-1910,ethereum,run-2,0x41f504b0acc085f0ad28c4a7093dbf9fd9ebe741,0x2db1668da2b0ce1606d0201b8e3d77b90409cba9,UNISWAP-V2,🐢chillg,direct_lp_liquidity_removal,verified,25041513,25041514,25039974,1540,308,late_gt_1000,25039974,25039972,1542,0x5dc60c3188a87caa3c05c20b3fbc7bf4428dc878,,false,,,3.02e+14,47.62698516,2.498809235e-07,1.190107503e-07,drained,2.105643853,0.0002373823214,0.0004998426258,3.414352898e+10,0,0,no_tax,false,false,true,true,true,observed,4126.244421,2,5,1,1,-0,-0,25039975,25039975,true,1,0,25039975,25039975,0x5dc60c3188a87caa3c05c20b3fbc7bf4428dc878,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x5dc60c3188a87caa3c05c20b3fbc7bf4428dc878,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1539,1539,1539,1,1,1,1,1,1,true,1539,0x5dc60c3188a87caa3c05c20b3fbc7bf4428dc878,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,28,28,24,23,1.3113,0.2056561474,0,25039972,25040021,1493,0.01815823606,1,1.105643853,6.376177016,0.9583333333,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x3cdc56cdbb2f97ddffd4f02e49d2adf0bee84c9077c842ff3617ee040c8d7fc3,true,removal_block=25041514; burn_event_present=True; max_liquidity_before=2.105643853; reserve_ratio_to_max=0.0002373823214
directlp-1911,ethereum,run-2,0xe1ab980569324396a4105524a62d7c5d15a52bdb,0x3306320b89e0514d2ce79acf7e2ff08eb034efd9,UNISWAP-V2,⚡CMX,direct_lp_liquidity_removal,verified,25041569,25041570,25041502,68,13.6,early_11_to_100,25041502,25041499,71,0x1a95bcc727c53d599fb5e11de7d5b39caa1a4861,,false,,,130000000,2.30356621,0.0001066786855,2.457414152e-06,drained,2.590577524,0.0002370855954,0.0006141886146,11931.31706,0,0,no_tax,false,false,true,true,true,observed,2.703832735,2,5,1,1,-0,-0,25041503,25041503,true,1,0,25041503,25041503,0x1a95bcc727c53d599fb5e11de7d5b39caa1a4861,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x1a95bcc727c53d599fb5e11de7d5b39caa1a4861,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,67,67,67,1,1,1,1,1,1,true,67,0x1a95bcc727c53d599fb5e11de7d5b39caa1a4861,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,24,25,22,21,1.6180228,0.02744527625,0,25041499,25041539,31,0.338028169,1.041666667,1.590577524,58.95450952,0.9545454545,0,0,24,25,0,0.24,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x8cbfa656aba94886e056f268cfa1d90df1bcc5d4ee7b4c59ff7d9252a24c69ef,true,removal_block=25041570; burn_event_present=True; max_liquidity_before=2.590577524; reserve_ratio_to_max=0.0002370855954
directlp-1912,ethereum,run-2,0xf7dfff4742b95b401f1de5cb45f752fa516b43f6,0x114092628566335a58a243f94e3c325c783dca50,UNISWAP-V2,🙌JWN,direct_lp_liquidity_removal,verified,25041577,25041578,25041516,62,12.4,early_11_to_100,25041516,25041505,73,0x9023f300d093bd77ad0af9510d2d8e8fa0fe2943,,false,,,3.7e+10,2.545538051,0.0001221530405,3.109452127e-06,drained,2.8220808,0.0002657319898,0.0007499171465,3866557.705,0,0,no_tax,false,false,true,true,true,observed,53.77264862,2,5,1,1,-0,-0,25041518,25041518,true,1,0,25041518,25041518,0x9023f300d093bd77ad0af9510d2d8e8fa0fe2943,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x9023f300d093bd77ad0af9510d2d8e8fa0fe2943,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,60,60,60,2,2,2,2,2,2,true,60,0x9023f300d093bd77ad0af9510d2d8e8fa0fe2943,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,28,30,27,26,1.91283284,0.2295027087,0,25041505,25041577,1,0.3835616438,1.071428571,1.683330132,8.334685247,0.962962963,1,3,28,30,0.1,0.28,0.1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xdef2927e9332f4b752e100da04db02431c235041dbf5d256764ff232c405b3f9,true,removal_block=25041578; burn_event_present=True; max_liquidity_before=2.8220808; reserve_ratio_to_max=0.0002657319898
directlp-1913,ethereum,run-2,0xc62b6d38e68384e01e660defc802b4580832733f,0x7a3d0f814e21ef50abceb375c92fe3d5ac56b875,UNISWAP-V2,RIV,direct_lp_liquidity_removal,verified,25041579,25041580,25041371,209,41.8,delayed_101_to_1000,25041371,25041352,228,0xc9b91b53703fd138d2f6a84ab510f52f8783f297,,false,,,100000000,5.04229805,1.921911194e-05,1.076761007e-05,dust,16.7829693,0.0002172751713,0.00364652253,14803.10002,0,0,no_tax,false,false,true,true,true,observed,7.338111596,2,5,1,1,-0,-0,25041579,25041579,true,1,0,25041579,25041579,0xc9b91b53703fd138d2f6a84ab510f52f8783f297,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xc9b91b53703fd138d2f6a84ab510f52f8783f297,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,1,208,208,208,208,208,208,true,1,0xc9b91b53703fd138d2f6a84ab510f52f8783f297,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,47,48,40,40,8.45496,4.243435002,0,25041393,25041579,1,0.2248803828,1.021276596,4.211524998,1.992480148,1,3,3,31,31,0.3,0.31,0.0625,0.6458333333,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x0c025f95ac7ffacfef3b23d13e0ff822cb5d49670c7c400f8de2871fc38e1766,true,removal_block=25041580; burn_event_present=True; max_liquidity_before=16.7829693; reserve_ratio_to_max=0.0002172751713
directlp-1914,ethereum,run-2,0x5ba0b57e7a999cc13fe2fbf2401b6bfdff84662b,0x35be36b2c3d018a53346478e117abc7917bd75cc,UNISWAP-V2,test4,direct_lp_liquidity_removal,verified,25041640,25041641,25037846,3795,759,late_gt_1000,25024598,25024592,17049,0xd03742522564bd5beee49d97a0cdee8a670ac4f8,,false,,,1000000000,0.007533880873,0.9699121753,9.134003483e-06,dust,0.1135180766,8.046298667e-05,9.134003483e-06,75338.80873,6.99,6.99,low_tax,false,false,true,true,true,observed,0.8291605142,2,5,1,1,-0,-0,25041640,25041640,true,1,0,25041640,25041640,0xd03742522564bd5beee49d97a0cdee8a670ac4f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xd03742522564bd5beee49d97a0cdee8a670ac4f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1,1,1,3794,3794,3794,17042,17042,17042,true,1,0xd03742522564bd5beee49d97a0cdee8a670ac4f8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,25,44,67,43,0.01868158854,0.02014266522,0,25024592,25041640,1,0.001466361663,1.76,-0.001461076684,0.927463587,0.6417910448,1,1,1,1,0.1,0.01,0.02272727273,0.02272727273,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xee90a52ea339702f27acb191a8daa3f66aeaf66f936db12b3bc83f9cd69f0dc4,true,removal_block=25041641; burn_event_present=True; max_liquidity_before=0.1135180766; reserve_ratio_to_max=8.046298667e-05
directlp-1915,ethereum,run-2,0x78f1d4b08d0b1a8c6c4717e8ab5305fe4e9107e6,0xe9bcaf3eb4f0765cc0dacc3775d3c30e20922203,UNISWAP-V2,🌊CRM,direct_lp_liquidity_removal,verified,25041650,25041651,25041580,71,14.2,early_11_to_100,25041580,25041576,75,0x134702a7390d1e2921712b735c6003a79b79523f,,false,,,610000000,2.145916481,8.928984495e-05,1.916085499e-06,drained,2.240947202,0.0002020671124,0.0004528217301,55137.56268,0,0,no_tax,false,false,true,true,true,observed,4.991698183,2,5,1,1,-0,-0,25041582,25041582,true,1,0,25041582,25041582,0x134702a7390d1e2921712b735c6003a79b79523f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x134702a7390d1e2921712b735c6003a79b79523f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,69,69,69,2,2,2,2,2,2,true,69,0x134702a7390d1e2921712b735c6003a79b79523f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,24,24,21,20,1.268794,0.02784679841,0,25041576,25041623,28,0.32,1,1.240947202,45.56337075,0.9523809524,0,0,24,24,0,0.24,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x82a4e04ff6ce73c39130ebb11fdbe54e3582b5ac1c4bec2cad1190b60a9731cc,true,removal_block=25041651; burn_event_present=True; max_liquidity_before=2.240947202; reserve_ratio_to_max=0.0002020671124
directlp-1916,ethereum,run-2,0xfcc2b60a9671b8ccfb242c5104dde7be80c560ae,0x919e7fd258b2b13141fc8cd6bec9b0cb4690c56e,UNISWAP-V2,SCFN,direct_lp_liquidity_removal,verified,25041662,25041663,25041593,70,14,early_11_to_100,25041593,25041590,73,0x864857cdf10d19cfbfe6ce5e6735406b987b2047,,false,,,1000000000,1.304460905,9.759274467e-05,1.2730592e-06,drained,1.652619931,0.0001284225134,0.0002122336052,77828.33067,0,0,no_tax,false,false,true,true,true,observed,4.061598052,2,5,1,1,-0,-0,25041597,25041597,true,1,0,25041597,25041597,0x864857cdf10d19cfbfe6ce5e6735406b987b2047,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x864857cdf10d19cfbfe6ce5e6735406b987b2047,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,66,66,66,4,4,4,4,4,4,true,66,0x864857cdf10d19cfbfe6ce5e6735406b987b2047,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,27,27,24,23,0.671149,0.01852906883,0,25041590,25041644,19,0.3698630137,1,0.6526199312,36.22141005,0.9583333333,0,0,27,27,0,0.27,0,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0x6360ff3c5eee30533146904e9ab9ae1c23d315ddaaf6c0c9b7e6eb1a96ce17d9,true,removal_block=25041663; burn_event_present=True; max_liquidity_before=1.652619931; reserve_ratio_to_max=0.0001284225134
directlp-1917,ethereum,run-2,0x27c1ecff1c476d34f9bf84967dfef38de0e1a444,0x50ba95247bf236f6de7813b8f2bcc81f90d42f96,UNISWAP-V2,MULTIPASS,direct_lp_liquidity_removal,verified,25041705,25041706,25038751,2955,591,late_gt_1000,25038737,25038720,2986,0x765ec88783c2e96585fa6a2fc41b00ea60f67772,0x765ec88783c2e96585fa6a2fc41b00ea60f67772,false,false,true,420690000,0.02386003526,1.065157961,0.0001627873388,dust,0.9631430852,0.0001690167757,0.0001627873388,100376.7823,0,0,no_tax,false,false,true,true,true,observed,0.0001276269747,3,5,2,2,-0,-0,25038737,25041703,true,2,0,25038737,25041703,0x27c1ecff1c476d34f9bf84967dfef38de0e1a444,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0x765ec88783c2e96585fa6a2fc41b00ea60f67772,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,true,2969,2969,3,-14,-14,2952,0,0,2966,true,3,0x765ec88783c2e96585fa6a2fc41b00ea60f67772,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,35,75,84,58,0.4631430852,0.4461339104,0.0066,25038720,25041705,1,0.01172136638,2.142857143,0.01700917471,1.038125716,0.6904761905,2,3,2,3,0.2,0.02,0.04,0.04,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xc10e9a50a2803d3c48bf523d0e3a4dd40921008f561ecf11979328ffc76a7d81,true,removal_block=25041706; burn_event_present=True; max_liquidity_before=0.9631430852; reserve_ratio_to_max=0.0001690167757
directlp-1918,ethereum,run-2,0x33cb0914a5122322644e1328cad681b1d44d020b,0xde07f5caacc1b4166e48dcf01033e7d6b4f45e57,UNISWAP-V2,$AOD,direct_lp_liquidity_removal,verified,25041738,25041739,25041661,78,15.6,early_11_to_100,25041661,25041658,81,0xb68e1a69533f21d4a5caee07e74b94ae2e35df92,,false,,,850000000,2.630850705,0.0001708620586,4.495125674e-06,dust,2.978781426,0.0003425550104,0.001020396502,98151.66853,0,0,no_tax,false,false,true,true,true,observed,9.99053124,2,5,1,1,-0,-0,25041662,25041662,true,1,0,25041662,25041662,0xb68e1a69533f21d4a5caee07e74b94ae2e35df92,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,0xb68e1a69533f21d4a5caee07e74b94ae2e35df92,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,77,77,77,1,1,1,1,1,1,true,77,0xb68e1a69533f21d4a5caee07e74b94ae2e35df92,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,false,100,,30,31,27,26,2.219188,0.240406574,0,25041658,25041736,3,0.3703703704,1.033333333,1.978781426,9.230978848,0.962962963,1,1,30,31,0.1,0.3,0.03225806452,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block,current_lp_state_has_pre_removal_approval,0xaada38b65d6ddb60dee5de276afd2444b0bc1afe862ce8928d6f10734fa7c4e0,true,removal_block=25041739; burn_event_present=True; max_liquidity_before=2.978781426; reserve_ratio_to_max=0.0003425550104
